  1,  73,   1,  17
  2,  75,  59,  73
  3,  50,  18,  19
  4,  57,  53,  23
  5,  88,  87,  68
  6,  99,  91,  85
  7,  77,  72,  36
  8,  55,  39,  51
  9,  76,  74,  46
 10,  80,  79,  51
 11,  65,  28,  64
 12, 103,  97,  96
 13,  61,  14,  59
 14, 100,  93,  57
 15,  75,  18,  50
 16,  18,   2,  19
 17,  50,  19,  20
 18,  56,  21,  52
 19,  52,  21,  22
 20,  53,  52,  22
 21,  57,  24,  25
 22,  25,  24,   3
 23,  86,  65,  64
 24, 101,  90,  62
 25,  67,  64,  29
 26,  87,  67,  68
 27,  69,  32,  63
 28,  91,  88,  69
 29,  48,   7,  45
 30,  48,  47,   8
 31,  71,  70,  34
 32,  80,  51,  54
 33,  77,  37,  38
 34,  36,   4,  37
 35,  92,  71,  84
 36,  49,   9,  47
 37,  98,  80,  94
 38,  49,  10,   9
 39,  76,  43,  44
 40,  42,   5,  43
 41,  81,  76,  46
 42,  74,   6,  11
 43,  45,   7,  12
 44,  62,  45,  12
 45,  58,  54,  41
 46,  46,  11,  10
 47,  70,  63,  33
 48,  47,   9,   8
 49,  69,  68,  31
 50,  48,   8,   7
 51,  92,  85,  70
 52,  49,  46,  10
 53,  56,  20,  21
 54,  96,  83,  78
 55,  51,  39,  40
 56,  54,  51,  40
 57,  53,  22,  23
 58,  96,  78,  82
 59,  57,  23,  24
 60,  89,  65,  86
 61,  54,  40,  41
 62,  58,  41,  42
 63,  84,  77,  55
 64,  55,  38,  39
 65,  78,  56,  52
 66,  56,  50,  20
 67, 100,  25,  26
 68,  66,  27,  65
 69,  58,  42,  43
 70,  81,  58,  76
 71,  59,  14,  13
 72,  73,  59,  13
 73,  60,  16,  15
 74,  61,  60,  15
 75,  61,  15,  14
 76,  82,  78,  52
 77,  62,  12,  16
 78,  62,  16,  60
 79,  63,  32,  33
 80,  70,  33,  34
 81,  64,  28,  29
 82,  67,  29,  30
 83, 103,  96,  82
 84,  65,  27,  28
 85, 100,  66,  93
 86,  66,  26,  27
 87,  68,  67,  30
 88,  90,  67,  87
 89,  68,  30,  31
 90,  69,  31,  32
 91,  91,  69,  63
 92,  88,  48,  45
 93,  71,  34,  35
 94,  92,  70,  71
 95,  72,  71,  35
 96, 102,  95,  92
 97,  72,  35,  36
 98,  77,  36,  37
 99,  73,  13,   1
100,  75,  73,  17
101,  74,  44,   6
102,  74,  11,  46
103,  75,  17,  18
104,  83,  50,  56
105,  76,  58,  43
106,  76,  44,  74
107,  77,  38,  55
108,  84,  55,  79
109,  83,  59,  75
110,  82,  52,  53
111,  79,  55,  51
112, 102,  98,  95
113,  81,  80,  54
114,  94,  80,  81
115,  94,  81,  46
116,  81,  54,  58
117,  93,  82,  53
118, 101,  97,  86
119,  83,  75,  50
120,  83,  56,  78
121,  84,  71,  72
122,  84,  72,  77
123,  99,  48,  91
124,  85,  63,  70
125,  90,  86,  64
126,  97,  89,  86
127,  87,  45,  62
128,  90,  87,  62
129,  88,  45,  87
130,  88,  68,  69
131, 103,  93,  89
132,  89,  66,  65
133, 101,  62,  60
134,  90,  64,  67
135,  91,  63,  85
136,  91,  48,  88
137, 102,  79,  98
138,  95,  85,  92
139,  93,  53,  57
140,  93,  66,  89
141,  94,  46,  49
142,  95,  94,  49
143,  95,  49,  47
144,  99,  95,  47
145,  96,  61,  59
146,  96,  59,  83
147,  97,  60,  61
148,  97,  61,  96
149,  98,  79,  80
150,  98,  94,  95
151,  99,  85,  95
152,  99,  47,  48
153, 100,  57,  25
154, 100,  26,  66
155, 101,  60,  97
156, 101,  86,  90
157, 102,  92,  84
158, 102,  84,  79
159, 103,  82,  93
160, 103,  89,  97
