   1, 297,  19,  20
   2, 186,  22,  23
   3, 310, 298, 193
   4, 188,  53,  54
   5, 182,  35,  36
   6, 261, 144, 255
   7, 171, 164,  84
   8, 232, 189,  75
   9, 299, 296,  95
  10, 388, 385, 296
  11, 246, 112, 113
  12, 326, 238, 191
  13, 213, 188,  54
  14, 192,  53, 188
  15, 295,  52, 192
  16, 212, 211,  48
  17, 291,  21, 247
  18, 445, 298, 443
  19, 247,  22, 186
  20, 260,  14, 137
  21, 194, 193,  24
  22, 268,  26, 195
  23, 531, 419, 530
  24, 196,  27,  28
  25, 196,  28,  29
  26,  28,   2,  29
  27, 196, 195,  27
  28, 583, 197, 464
  29, 198,  32, 187
  30, 426, 344, 279
  31, 200, 199,  34
  32, 200,  35, 182
  33, 201, 182,  36
  34, 202, 201,  37
  35, 203, 202,  38
  36, 604, 491, 602
  37, 204, 203,  39
  38, 206, 205,  41
  39, 206,  42, 183
  40, 183,  42,  43
  41, 301, 292, 207
  42, 209, 208,  45
  43, 210, 209,  46
  44, 413, 318, 407
  45, 579, 463, 212
  46, 212,  49,  50
  47,  50,  49,   3
  48, 214,  55,  56
  49, 301, 207, 208
  50, 215, 214,  56
  51, 216, 215,  57
  52, 217, 216,  58
  53, 401, 323, 395
  54, 218, 217,  59
  55, 219, 218,  60
  56, 221,  62,  63
  57, 221,  63, 165
  58, 165,  63,  64
  59, 304, 222, 280
  60, 222, 165,  64
  61, 223, 222,  65
  62, 224, 223,  66
  63, 225, 224,  67
  64, 226, 225,  68
  65, 227, 226,  69
  66, 228, 227,  70
  67, 229, 228,  71
  68, 230, 229,  72
  69, 231,  74, 189
  70, 365, 359, 158
  71, 150, 149,   8
  72, 478, 475, 355
  73, 234,  77,  78
  74, 233, 232,  76
  75, 532, 524, 402
  76, 155, 128, 127
  77, 168, 167,  80
  78, 336, 168, 272
  79, 169, 168,  81
  80, 543, 420, 526
  81, 156, 152,  10
  82, 163, 130, 129
  83, 337, 172, 173
  84, 173, 172,  86
  85, 174, 173,  87
  86, 175, 174,  88
  87, 176, 175,  89
  88, 177, 176,  90
  89, 178,  92,  93
  90,  92,   4,  93
  91, 178, 177,  91
  92, 236, 235,  98
  93, 236,  99, 185
  94, 342, 174, 175
  95, 704, 674, 566
  96, 237, 100, 101
  97, 471, 362, 361
  98, 238, 102, 191
  99, 241, 105, 106
 100, 161, 157, 132
 101, 161, 132, 131
 102, 364, 152, 353
 103, 428, 417, 330
 104, 242, 184, 107
 105, 245, 110, 111
 106, 151, 133, 148
 107, 339, 338, 249
 108, 339, 180, 276
 109, 246, 190, 112
 110, 246, 113, 114
 111, 113,   5, 114
 112, 500, 384, 387
 113, 248, 117, 179
 114, 179, 117, 118
 115, 249, 118, 119
 116, 250, 120, 121
 117, 250, 121, 181
 118, 477, 367, 474
 119, 277, 250, 181
 120, 160, 135, 134
 121, 123,   6, 135
 122, 146, 124,  13
 123, 154, 124, 146
 124, 158,   7, 153
 125, 149, 127,   8
 126, 155, 127, 149
 127, 147, 129,   9
 128, 163, 129, 147
 129, 152, 131,  10
 130, 161, 131, 152
 131, 148, 133,  11
 132, 159,  12, 151
 133, 160, 134, 159
 134, 136,   1,  19
 135, 297, 136,  19
 136, 260, 137, 257
 137, 199, 187,  33
 138, 381, 259, 377
 139, 380, 252, 375
 140, 265, 254, 141
 141, 220, 219,  61
 142, 255,  18, 253
 143, 456, 345, 290
 144, 266,  13, 145
 145, 154, 153, 125
 146, 162,   9, 128
 147, 170,  83, 164
 148, 157,  11, 132
 149, 243, 242, 108
 150, 150,   8, 126
 151, 234,  78, 166
 152, 158, 126,   7
 153, 415, 348, 405
 154, 251, 181, 122
 155, 151,  12, 133
 156, 156,  10, 130
 157, 239, 191, 103
 158, 153,   7, 125
 159, 154, 125, 124
 160, 515, 442, 513
 161, 368, 354, 154
 162, 336, 167, 168
 163, 162, 128, 155
 164, 163, 156, 130
 165, 172, 171,  85
 166, 241, 106, 184
 167, 157, 148,  11
 168, 365, 153, 354
 169, 158, 150, 126
 170, 277, 276, 250
 171, 159, 134,  12
 172, 251, 123, 135
 173, 251, 135, 160
 174, 327, 239, 240
 175, 240, 239, 104
 176, 167, 166,  79
 177, 162, 147,   9
 178, 340, 169, 170
 179, 436, 429, 341
 180, 164,  83,  84
 181, 171,  84,  85
 182, 222,  64,  65
 183, 379, 376, 258
 184, 166,  78,  79
 185, 167,  79,  80
 186, 168,  80,  81
 187, 363, 155, 357
 188, 169,  81,  82
 189, 526, 429, 525
 190, 170,  82,  83
 191, 170, 169,  82
 192, 273, 170, 164
 193, 340, 170, 273
 194, 172,  85,  86
 195, 341, 171, 269
 196, 173,  86,  87
 197, 452, 270, 444
 198, 174,  87,  88
 199, 342, 175, 274
 200, 175,  88,  89
 201, 235,  97,  98
 202, 176,  89,  90
 203, 308,  97, 235
 204, 177,  90,  91
 205, 465, 308, 386
 206, 178,  91,  92
 207, 580, 296, 385
 208, 580,  93,  94
 209, 296,  94,  95
 210, 245, 111, 190
 211, 244, 243, 109
 212, 180, 119, 120
 213, 338, 289, 179
 214, 181, 121, 122
 215, 949, 160, 159
 216, 201,  36,  37
 217, 259,  15, 256
 218, 207,  43,  44
 219, 205, 204,  40
 220, 184, 106, 107
 221, 242, 107, 108
 222, 185,  99, 100
 223, 622, 621, 507
 224, 193,  23,  24
 225, 187,  32,  33
 226, 199,  33,  34
 227, 310, 193, 194
 228, 208, 207,  44
 229, 213,  54,  55
 230, 189,  74,  75
 231, 232,  75,  76
 232, 190, 111, 112
 233, 581, 384, 246
 234, 191, 102, 103
 235, 239, 103, 104
 236, 211, 210,  47
 237, 192,  52,  53
 238, 193, 186,  23
 239, 194,  24,  25
 240, 268,  25,  26
 241, 567, 511, 462
 242, 195,  26,  27
 243, 464, 197, 278
 244, 583,  29,  30
 245, 197,  30,  31
 246, 198, 197,  31
 247, 278, 197, 198
 248, 198,  31,  32
 249, 343, 187, 275
 250, 736, 647, 729
 251, 344, 200, 279
 252, 200,  34,  35
 253, 377, 256, 373
 254, 202,  37,  38
 255, 311, 305, 202
 256, 203,  38,  39
 257, 259, 139,  15
 258, 204,  39,  40
 259, 312, 311, 203
 260, 205,  40,  41
 261, 313, 312, 204
 262, 314, 183, 292
 263, 314, 206, 183
 264, 206,  41,  42
 265, 315, 206, 314
 266, 207, 183,  43
 267, 208,  44,  45
 268, 209,  45,  46
 269, 652, 529, 555
 270, 210,  46,  47
 271, 317, 188, 302
 272, 211,  47,  48
 273, 399, 317, 302
 274, 212,  48,  49
 275, 565, 463, 461
 276, 579,  50,  51
 277, 579, 295, 463
 278, 214, 213,  55
 279, 435, 321, 418
 280, 215,  56,  57
 281, 321, 215, 306
 282, 216,  57,  58
 283, 322, 217, 303
 284, 217,  58,  59
 285, 265,  16, 252
 286, 218,  59,  60
 287, 323, 303, 218
 288, 219,  60,  61
 289, 331, 220, 221
 290, 220,  61,  62
