      1,         100.,         200.
      2,           0.,         200.
      3,           0.,           0.
      4,         400.,           0.
      5,         400.,         200.
      6,         300.,         200.
      7,   215.421753,   101.196304
      8,   232.577423,   105.455238
      9,   256.243134,    117.31559
     10,   275.967682,    134.96991
     11,   290.368927,   157.181107
     12,   296.496338,   173.761536
     13,   188.956848,   100.611626
     14,   103.724319,    172.96312
     15,   110.230812,   155.937622
     16,   125.487198,   133.307861
     17,   146.293762,   115.645744
     18,   162.496613,   107.298889
     19,   90.9090881,         200.
     20,   81.8181839,         200.
     21,    72.727272,         200.
     22,    63.636364,         200.
     23,   54.5454559,         200.
     24,   45.4545441,         200.
     25,    36.363636,         200.
     26,    27.272728,         200.
     27,    18.181818,         200.
     28,     9.090909,         200.
     29,           0.,   190.909088
     30,           0.,   181.818176
     31,           0.,    172.72728
     32,           0.,   163.636368
     33,           0.,   154.545456
     34,           0.,   145.454544
     35,           0.,   136.363632
     36,           0.,   127.272728
     37,           0.,   118.181816
     38,           0.,   109.090912
     39,           0.,         100.
     40,           0.,   90.9090881
     41,           0.,   81.8181839
     42,           0.,    72.727272
     43,           0.,    63.636364
     44,           0.,   54.5454559
     45,           0.,   45.4545441
     46,           0.,    36.363636
     47,           0.,    27.272728
     48,           0.,    18.181818
     49,           0.,     9.090909
     50,     9.090909,           0.
     51,    18.181818,           0.
     52,    27.272728,           0.
     53,    36.363636,           0.
     54,   45.4545441,           0.
     55,   54.5454559,           0.
     56,    63.636364,           0.
     57,    72.727272,           0.
     58,   81.8181839,           0.
     59,   90.9090881,           0.
     60,         100.,           0.
     61,   109.090912,           0.
     62,   118.181816,           0.
     63,   127.272728,           0.
     64,   136.363632,           0.
     65,   145.454544,           0.
     66,   154.545456,           0.
     67,   163.636368,           0.
     68,    172.72728,           0.
     69,   181.818176,           0.
     70,   190.909088,           0.
     71,         200.,           0.
     72,   209.090912,           0.
     73,   218.181824,           0.
     74,    227.27272,           0.
     75,   236.363632,           0.
     76,   245.454544,           0.
     77,   254.545456,           0.
     78,   263.636353,           0.
     79,   272.727264,           0.
     80,   281.818176,           0.
     81,   290.909088,           0.
     82,         300.,           0.
     83,   309.090912,           0.
     84,   318.181824,           0.
     85,   327.272736,           0.
     86,   336.363647,           0.
     87,   345.454559,           0.
     88,   354.545441,           0.
     89,   363.636353,           0.
     90,   372.727264,           0.
     91,   381.818176,           0.
     92,   390.909088,           0.
     93,         400.,     9.090909
     94,         400.,    18.181818
     95,         400.,    27.272728
     96,         400.,    36.363636
     97,         400.,   45.4545441
     98,         400.,   54.5454559
     99,         400.,    63.636364
    100,         400.,    72.727272
    101,         400.,   81.8181839
    102,         400.,   90.9090881
    103,         400.,         100.
    104,         400.,   109.090912
    105,         400.,   118.181816
    106,         400.,   127.272728
    107,         400.,   136.363632
    108,         400.,   145.454544
    109,         400.,   154.545456
    110,         400.,   163.636368
    111,         400.,    172.72728
    112,         400.,   181.818176
    113,         400.,   190.909088
    114,   390.909088,         200.
    115,   381.818176,         200.
    116,   372.727264,         200.
    117,   363.636353,         200.
    118,   354.545441,         200.
    119,   345.454559,         200.
    120,   336.363647,         200.
    121,   327.272736,         200.
    122,   318.181824,         200.
    123,   309.090912,         200.
    124,    197.78421,   100.024551
    125,   206.628922,   100.219955
    126,   224.093872,   102.945969
    127,      240.806,   108.704491
    128,   248.715195,   112.668282
    129,   263.330841,   122.610046
    130,   269.922882,   128.510208
