  1,  518,  509,  440
   2,  730,  655,   91
   3,  839,   90,  807
   4,  680,   89,  651
   5,  689,   88,  650
   6,  926,  754,   93
   7,  485,  358,    9
   8, 1271,  453,  485
   9,  486,  359,   10
  10, 1008,  967,   92
  11,  464,  360,  454
  12,  817,  717,  801
  13,  958,  908,  845
  14, 1379, 1258, 1306
  15, 1437, 1406,  131
  16, 1413, 1388,  163
  17, 1347, 1259, 1287
  18, 1214, 1130,  995
  19, 1235, 1165, 1103
  20, 1172,  706,  758
  21,  647,  561,  299
  22,  585,  561,  383
  23,  562,   33,  384
  24,  586,  562,  384
  25,  644,  586,  570
  26,  865,  788,  673
  27, 1011,  825,  275
  28, 1082, 1033,  249
  29, 1017,  953,  842
  30,  860,  669,  170
  31,  521,  452,  520
  32,  764,  656,  521
  33,  765,  653,  169
  34,  769,  765,  169
  35, 1194, 1154,  222
  36, 1154, 1073,  222
  37,  892,  822,  274
  38,  677,  299,  646
  39,  866,  677,  740
  40,  673,  300,  644
  41,  599,  356,  484
  42,  484,  356,  357
  43,  605,  354,  355
  44, 1452,  796,   87
  45,  607,  353,  604
  46,  650,  600,   87
  47,  623,  464,  454
  48,  487,  361,   12
  49,  777,  725,  662
  50, 1342, 1022, 1048
  51, 1382, 1275, 1356
  52, 1424, 1354, 1391
  53, 1344, 1308,  190
  54, 1162, 1006, 1065
  55,  933,  886,  921
  56, 1326, 1174,  757
  57,  645,  583,  563
  58,  584,  382,   32
  59,  709,  487,  684
  60,  747,  488,  467
  61, 1094,  120,  854
  62, 1200, 1109,  161
  63, 1334, 1204,  188
  64, 1450, 1441, 1391
  65, 1139, 1076,  216
  66,  937,  823,  886
  67,  880,  693,  270
  68,  582,  564,  380
  69,  583,  381,   31
  70,  625,  466,  488
  71,  489,  468,  128
  72, 1293, 1225, 1093
  73, 1109,  846,  959
  74, 1285, 1118, 1267
  75, 1339, 1301, 1252
  76,  942,  828,  891
  77,  791,  679,  744
  78,  581,  295,  565
  79,  582,  380,   30
  80, 1148,  467,  489
  81,  490,  468,  364
  82,  855,  661,  778
  83, 1095,  907,  961
  84, 1376, 1267, 1310
  85, 1182, 1101,  241
  86,  785,  671,  734
  87,  580,  294,  566
  88,  581,  379,   29
  89,  490,  128,  468
  90,  469,   15,  366
  91,  800,  724,  716
  92, 1268, 1231,  213
  93, 1213,  985,  266
  94, 1298, 1242, 1169
  95,  579,  293,  567
  96,  580,  378,   28
  97, 1476,  491,  469
  98,  470,   16,  367
  99,  874,  212,  815
 100, 1123,  980, 1059
 101, 1016,  951,  838
 102,  578,  292,  568
 103,  579,  377,   27
 104,  685,  492,  470
 105,  471,   17,  368
 106,  991,  238,  988
 107, 1025,  844,  906
 108,  812,  577,  292
 109,  578,  568,  376
 110,  493,  471,  211
 111,  495,  473,  263
 112, 1124, 1020,  264
 113,  819,  558,  576
 114,  577,  569,  375
 115, 1465, 1062,  237
 116,  496,  370,   20
 117, 1030,  956,  289
 118,  576,  569,  291
 119, 1205, 1187,  263
 120,  474,  371,  372
 121,  575,  559,  373
 122,  560,  372,   22
 123,  587,  570,  385
 124,  588,  301,  587
 125, 1260, 1241, 1168
 126, 1178, 1153,  249
