  1,   1,  19,  14
  2,  74,  14,  19
  3,  67,  23,  24
  4, 183, 181, 177
  5, 151, 103, 148
  6,  87,  41,  42
  7, 185, 184, 179
  8,  89,  44,  45
  9,  70,  51,  52
 10,  94,  52,  53
 11, 100,  61,  62
 12,  97,  56,  57
 13, 181, 129, 170
 14,  82,  35,  36
 15,  72,  34,  66
 16,  73,  33,  72
 17,  74,  19,  20
 18, 118,  22,  67
 19,  67,  22,  23
 20,  22,   2,  23
 21,  75,  74,  20
 22, 188,  74,  75
 23,  77,  76,  25
 24,  78,  77,  26
 25,  79,  78,  27
 26,  80,  79,  28
 27,  81,  80,  29
 28, 183, 130, 119
 29,  32,  31,   3
 30,  82,  66,  35
 31,  83,  82,  36
 32, 195, 166, 192
 33,  84,  83,  37
 34,  85,  84,  38
 35, 192, 166, 167
 36,  86,  40,  68
 37, 108,  13, 107
 38,  87,  68,  41
 39, 113, 111,   8
 40,  88,  43,  69
 41, 165, 157, 164
 42,  89,  69,  44
 43,  90,  89,  45
 44,  91,  90,  46
 45,  92,  91,  47
 46,  93,  92,  48
 47,  70,  50,  51
 48,  50,   4,  51
 49,  94,  70,  52
 50,  95,  94,  53
 51,  96,  55,  71
 52, 180, 179, 141
 53,  97,  71,  56
 54, 193, 142, 163
 55,  98,  97,  57
 56,  99,  98,  58
 57, 115,   5,  60
 58, 186, 124,  99
 59, 149, 101, 110
 60, 101,  63,  12
 61,  63,   6,  12
 62, 197, 111, 157
 63, 106,  16, 104
 64, 187, 151, 162
 65,  66,  34,  35
 66,  76,  24,  25
 67, 125,  67,  76
 68, 172, 122, 171
 69,  68,  40,  41
 70, 113,   7, 108
 71,  69,  43,  44
 72, 126,  94,  95
 73, 117,  50,  70
 74, 159, 158, 109
 75,  71,  55,  56
 76, 116,  31,  73
 77,  72,  33,  34
 78,  73,  31,  32
 79,  73,  32,  33
 80, 103,  14,  74
 81,  75,  20,  21
 82, 118,  75,  21
 83,  76,  67,  24
 84,  77,  25,  26
 85, 162, 125, 120
 86,  78,  26,  27
 87, 104,  15, 103
 88,  79,  27,  28
 89, 200, 175, 182
 90,  80,  28,  29
 91, 129, 119,  66
 92,  81,  29,  30
 93, 119,  72,  66
 94, 116,  81,  30
 95, 130,  73,  72
 96,  83,  36,  37
 97, 131, 129,  82
 98,  84,  37,  38
 99, 132, 131,  83
100,  85,  38,  39
101, 133, 132,  84
102,  86,  85,  39
103, 134,  86, 122
104,  86,  39,  40
105, 172, 171, 155
106,  88,  87,  42
107, 164, 135, 136
108,  88,  42,  43
109, 136,  69, 123
110,  90,  45,  46
111, 137, 123,  89
112,  91,  46,  47
113, 112,   9, 111
114,  92,  47,  48
115, 178, 169, 146
116,  93,  48,  49
117, 184, 140, 126
118, 117,  93,  49
119, 140,  70,  94
120,  95,  53,  54
121, 147,  96,  71
122,  96,  95,  54
123, 114,  64, 112
124,  96,  54,  55
125, 147, 141,  96
126,  98,  57,  58
127, 142,  98, 124
128,  99,  58,  59
129, 186, 115,  61
130, 115,  59,   5
131, 115,  99,  59
132, 101,  62,  63
133, 101, 100,  62
134, 110,  12,  11
135, 142, 127,  97
136, 102,  17,  65
137, 106,  65,  16
138, 103,  15,  14
139, 188, 148,  74
140, 143,  78, 128
141, 104,  16,  15
142, 105,  18,  17
143, 105,  17, 102
144, 144,  80, 121
145, 106, 102,  65
146, 107,  13,  18
147, 107,  18, 105
148, 145,  87, 135
149, 108,   7,  13
150, 109,  11,  10
151, 114,  10,  64
152, 110, 101,  12
153, 110,  11, 109
154, 111,   9,   8
155, 113,   8,   7
156, 146,  91, 138
157, 112,  64,   9
158, 201, 156, 171
159, 136, 135,  88
160, 147,  71, 127
161, 114, 109,  10
162, 115,  60,  61
163, 186,  61, 100
164, 116,  30,  31
165, 130, 116,  73
166, 117,  49,  50
167, 140, 117,  70
168, 118,  21,  22
169, 125, 118,  67
170, 130, 121,  81
171, 129,  66,  82
172, 120,  76,  77
173, 143,  77,  78
174, 182, 144, 177
175, 121,  80,  81
176, 122,  86,  68
177, 145,  68,  87
178, 123,  69,  89
179, 137,  89,  90
180, 124,  98,  99
181, 149, 100, 101
182, 125,  75, 118
183, 125,  76, 120
184, 140, 139,  93
185, 141,  95,  96
186, 127,  71,  97
187, 142,  97,  98
188, 128,  78,  79
189, 144, 128,  79
190, 131,  82,  83
191, 170, 131, 168
192, 130,  81, 116
193, 130,  72, 119
194, 132,  83,  84
195, 168, 132, 166
196, 133,  84,  85
197, 195, 168, 166
198, 134, 133,  85
199, 192, 167, 154
200, 134,  85,  86
201, 172, 154, 167
202, 135,  87,  88
203, 136,  88,  69
204, 197, 157, 165
205, 164, 157, 156
206, 146,  90,  91
207, 191, 173, 169
208, 138,  91,  92
209, 139, 138,  92
210, 139,  92,  93
211, 194, 185, 179
212, 140,  93, 117
213, 140,  94, 126
214, 204, 185, 194
215, 141, 126,  95
216, 209, 163, 142
217, 158, 149, 110
218, 210, 176, 175
219, 143, 120,  77
220, 144,  79,  80
221, 202, 196, 195
222, 171, 156, 155
223, 145, 122,  68
224, 199, 169, 178
225, 146, 137,  90
226, 203, 198, 159
227, 180, 147, 174
228, 162, 151, 148
229, 148, 103,  74
230, 209, 149, 163
231, 158, 110, 109
232, 150, 102, 106
233, 153, 150, 106
234, 210, 175, 200
235, 151, 104, 103
236, 152, 105, 102
237, 152, 102, 150
238, 153, 106, 104
239, 153, 104, 151
240, 154, 107, 105
241, 192, 105, 152
242, 155, 108, 107
243, 155, 107, 154
244, 156, 113, 108
245, 156, 108, 155
246, 157, 111, 113
247, 157, 113, 156
248, 159, 109, 114
249, 193, 189, 174
250, 189, 163, 158
251, 160, 159, 114
252, 160, 114, 112
253, 161, 160, 112
254, 161, 112, 111
255, 173, 137, 169
256, 188, 162, 148
257, 176, 120, 143
258, 209, 142, 124
259, 163, 149, 158
260, 201, 164, 156
261, 165, 164, 136
262, 165, 136, 123
263, 173, 123, 137
264, 166, 132, 133
265, 167, 166, 133
266, 167, 133, 134
267, 172, 134, 122
268, 196, 168, 195
269, 168, 131, 132
270, 169, 137, 146
271, 178, 146, 138
272, 190, 182, 177
273, 170, 129, 131
274, 171, 122, 145
275, 201, 171, 145
276, 172, 155, 154
277, 172, 167, 134
278, 197, 173, 191
279, 173, 165, 123
280, 174, 147, 127
281, 193, 174, 127
282, 175, 143, 128
283, 182, 128, 144
284, 176, 162, 120
285, 176, 143, 175
286, 177, 144, 121
287, 183, 177, 121
288, 185, 139, 184
289, 204, 203, 199
290, 179, 126, 141
291, 180, 141, 147
292, 198, 174, 189
293, 198, 194, 180
294, 181, 119, 129
295, 206, 181, 170
296, 205, 200, 190
297, 182, 175, 128
298, 183, 121, 130
299, 183, 119, 181
300, 184, 139, 140
301, 184, 126, 179
302, 185, 178, 138
303, 185, 138, 139
304, 209, 186, 100
305, 186,  99, 115
306, 187, 153, 151
307, 187, 162, 176
308, 188,  75, 125
309, 188, 125, 162
310, 189, 158, 159
311, 198, 189, 159
312, 190, 177, 181
313, 208, 205, 150
314, 207, 161, 191
315, 197, 191, 161
316, 192, 154, 105
317, 195, 192, 152
318, 193, 127, 142
319, 193, 163, 189
320, 207, 199, 203
321, 194, 179, 180
322, 202, 152, 150
323, 205, 196, 202
324, 206, 196, 205
325, 196, 170, 168
326, 197, 161, 111
327, 197, 165, 173
328, 198, 180, 174
329, 203, 159, 160
330, 199, 191, 169
331, 204, 199, 178
332, 210, 200, 208
333, 200, 182, 190
334, 201, 145, 135
335, 201, 135, 164
336, 202, 195, 152
337, 205, 202, 150
338, 207, 203, 160
339, 203, 194, 198
340, 204, 178, 185
341, 204, 194, 203
342, 206, 205, 190
343, 208, 150, 153
344, 206, 190, 181
345, 206, 170, 196
346, 207, 160, 161
347, 207, 191, 199
348, 210, 208, 153
349, 208, 200, 205
350, 209, 124, 186
351, 209, 100, 149
352, 210, 153, 187
353, 210, 187, 176
